"Country Name","Country Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Bhutan","BTN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.55000019073486",,,,,"10.1999998092651",,,,,"8.48408985137939",,,
"Botswana","BWA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.19498375232995","8.33765283599829","8.84052761842202","9.52373835350831","7.44430017471313",,
"Central African Republic","CAF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.81203997135162",,,,,,
"Canada","CAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.5365661470144","12.8372851298849","13.5635179037546","14.3576055555435","14.9284454139938","15.1022378548387","15.3997405648874","15.9124098796297","16.2429977057704","16.9841439707763","17.7517803124528","18.2979966738015","18.7955860881939","19.6852141621935","19.7800655721442","20.6966381134361","21.4788152877498","21.973866932099","22.4235846874536","22.6831522778876","23.5518875374507","24.06423241791","24.7599844678335","25.3839152221772","25.6870322073392","26.577805675299","25.75","27.9425660305866","28.520011309014","29.7712155335756","30.9708342335825","29.3299999237061","32.3500860763309","32.8881839878328","34.6594141975685",
"Central Europe and the Baltics","CEB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Switzerland","CHE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.0826565106592","35.4597988324787","36.6043286063333","37.864109457113","38.9846808461516","39.555597158669","40.4104658667547","39.9859430595539","39.9547282957949","41.2647756874978","41.6142824106006",
"Channel Islands","CHI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chile","CHL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.951148798926","10.3599996566772","14.042525992784","11.7200002670288","15.2283789799715","13.1000003814697","15.7262938444243","14.6400003433228","17.8410684297064","18.5991363585684","19.1731123093964","19.6066035468373","20.2839308500317","21.5449905281817","22.2672369170038",
"China","CHN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.46850953000224",,,,,,,,,,"3.57999992370606",,,,,,,,,,"7.67999982833862",,,,,
"Cote d'Ivoire","CIV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.24850035627203","2.59873863000434",,,"4.47960303777146",,,,,"4.98000001907349",,,,
"Cameroon","CMR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.47358647001185",,,,,"1.44000005722046",,,,"5.7957578596256",,,,"6.42238998413086",,,,,,,
"Congo, Dem. Rep.","COD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.47888423184268",,,,,,,"7.35328538022418","1.74000000953674",,,"3.48000001907349",,"7.4141697883606",,,,,,,
"Congo, Rep.","COG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.82301998138428",,,,,,,,,,
"Colombia","COL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.6899995803833","9.96000003814697","9.1899995803833","9.47000026702881","9.52000045776367","9.47000026702881","10.079999923706","10.5100002288818","10.3000001907349","10.8999996185303",,"11.7600002288818","12.0699996948242","12.8500003814697",,"16.2004612243704","16.4727370334322","17.6755294799805",
"Comoros","COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.74851937266388",,,,,,,,"14.056170463562",,,
"Cabo Verde","CPV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.92999982833862",,,,,,,,,,
"Costa Rica","CRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.4426482312953","10.5623443586383","10.7822497782368","11.0801568080647","11.7091864627017","12.5300127792117","12.710836512243",,,,,,,"22.7900009155273","21.2999992370606","20.6299991607666",,"21.3099994659424",,"21.6100006103516",,,,,
"Caribbean small states","CSS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cuba","CUB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.35999965667725",,,,,,,,,,"14.1800003051758",,,,,,,"15.3287696838379",,,,,,
"Curacao","CUW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.1700000762939",,,,,
"Cayman Islands","CYM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32.1599998474121","29.8600006103516",,,,,,,,,,
"Cyprus","CYP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.8899993896484","25.9699993133545","25.5499992370606","26.6200008392334","27.1772912769923","28.5599994659424","28.8714063332707","29.7999992370606","31.7848796332922","33.1646376632781","34.7165099830882",,
"Czechia","CZE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.508472684180771","0.74525714866419","0.849156820679165","0.952680719899568",,,,,,,,,,,,,"18.8299999237061","19.3400001525879","20.0799999237061","20.7299995422363","21.001915509847","20.9099998474121","21.385169111864","22.8479930525605","22.2876637269128","21.9581005821149",,
"Germany","DEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.1800003051758","24.7399997711182","25.5799999237061","26.0311390227061","25.1499996185303","27.1979771669262","28.3500003814697","29.4035109811968","29.575744126838","30.5294541601323",,
"Djibouti","DJI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.06418954989095",,,,,,,,
"Dominica","DMA",,,,,,,,,,,"1.10000002384186",,,,,,,,,,,"1.71000003814697",,,,,,,,,,,,,,,,,,,,"5.03000020980835",,,,,,,,,,,,,,,,,,,,"6.83760023117065",,,,
"Denmark","DNK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.9799995422363","30.3799991607666","30.9799995422363","30.1001661571119","32.3600006103516","31.5225927146297","33.0900001525879","32.7225268444934","33.0808151718898","33.6215669364704",,
"Dominican Republic","DOM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.1200008392334",,,"14.3608598709106",,,,,,
"Algeria","DZA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.34999990463257",,,,,,,,"11.4359302520752",,,,,,
"East Asia & Pacific (excluding high income)","EAP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Early-demographic dividend","EAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"East Asia & Pacific","EAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Europe & Central Asia (excluding high income)","ECA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Europe & Central Asia","ECS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ecuador","ECU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.170000076294","9.77999973297119","9.97000026702881","10.2700004577637","9.61999988555908","10.9499998092651","11.5200004577637","10.4300003051758","12.079999923706","11.7200002670288","12.1599998474121",,,"11.9399995803833","12.3999996185303","17.0799999237061",,,
"Egypt, Arab Rep.","EGY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.7730007171631",,"18.0522908453089",,
"Euro area","EMU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eritrea","ERI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain","ESP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.8782897073911","21.2608748317821","20.9400005340576","22.1227851569263","21.9400005340576","23.0752325230941","23.5799999237061","24.9023668874483","24.1534196804545","25.0426560264041",,
"Estonia","EST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.8500003814697","31.7315850010193","32.6601680552965","32.9437276359698",,
"Ethiopia","ETH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.25512365646388",,,"1.33300995826721",,,"3.43843007087708",,"6.28919628564445","3.79061007499695",,,
"European Union","EUU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fragile and conflict affected situations","FCS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","FIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.1399993896484","21.8899993896484","22.5100002288818","23.0300006866455","25.9672173040461","24.3400001525879","28.0847371207921","25.9400005340576","30.2859658436355","28.5318439255576","28.8638220877644","29.8881473990903",,
"Fiji","FJI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.17000007629395",,,,"10.0197696685791",,,,
"France","FRA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.3899993896484","17.6599998474121","17.3999996185303","18","19.2230115180777","19.7000007629394","20.9787726562609","22.9350666621263","23.5888817236364","24.3546212580131",,
"Faroe Islands","FRO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.","FSM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.9732081657563",,,,,,,,,,,
"Gabon","GAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","GBR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.3899993896484","29.3299999237061",,,"33.9199981689453",,,"37.2799987792969","39.5900001525879",,,,
"Georgia","GEO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32.3346808827809","30.1700000762939","33.1189427711132","30.8600006103516","34.6604967819014","32.8499984741211","34.0200004577637","34.8497581481934","33.6699981689453","33.1648554684105","33.5340058252349","34.0200004577637","34.1964912414551","33.689998626709",
"Ghana","GHA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.49016015963301",,,,"2.82865051378303",,,"5.4079714480272",,"4.72734213529136",,"3.49149990081787",,,,"6.5842399597168","6.28955984115601",,,
"Gibraltar","GIB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guinea","GIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.11999988555908",,,,,,,,,,,,,,"2.80999994277954",,,,"4.42999982833862",,"7.1741099357605",,"6.21000003814697",,,,,,,
"Gambia, The","GMB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.04999995231628",,,"1.39770996570587",,"1.88328003883362",,,"2.51042008399963",,
"Guinea-Bissau","GNB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.10519586894411",,,,"2.62069010734558",,,
"Equatorial Guinea","GNQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greece","GRC",,,,,,,,,,,,,,,,,,,,,,"7.59999990463257",,,,,,,,,,"8.69999980926514",,,,,,,,,,,,,,,,,,,,,,,"22.1900005340576","22.9300003051758","20.1399993896484","23.5572662762607","24.1726354055762","24.4034378297833","26.0400009155273","28.1758626025841","28.9304521780928","28.0326523757238","28.9360360146749",
"Grenada","GRD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.48917660763494","5.96911321408551","6.03760176688565","6.6010754720412",,"7.92329883690531",,
"Greenland","GRL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guatemala","GTM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.94000005722046","2.36999988555908",,"3.78042006492615",,,,"4.32000017166138",,,"5.68784999847412","4.16229762058748","5.07850980758667",
"Guam","GUM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guyana","GUY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.04251820581127","4.46917009353638",,,,,,
"High income","HIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China","HKG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Honduras","HND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.36741252893753","3.47958074092535","4.23000001907349","4.05739269679635","4.06812173761809","4.53401848194195","5.11999988555908","4.25","4.92402895986511","6.26999998092651","9.35000038146973","10.5","5.93570403851051","9.57999992370605","9.63000011444092",,,,"6.51603984832764","7.38915014266968",
"Heavily indebted poor countries (HIPC)","HPC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Croatia","HRV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.5636595583759","15.5312904632279","16.1056637928677","17.0243573106261","17.9101952525657","18.0368060747983","18.8266372713644","19.2986945617446","19.6929512894322","21.9618380926261",,
"Haiti","HTI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.22608828847647",,,,,"4.53101015090942",,,,,,,,
"Hungary","HUN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.4300003051758","19.8999996185303","20.6700000762939","20.4099998474121","20.8109029221453","21.8310533614892","22.6326181219748","24.0799999237061","25.8268891446559","26.1627698354882","26.3525127220673",,
"IBRD only","IBD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IDA & IBRD total","IBT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IDA total","IDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IDA blend","IDB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Indonesia","IDN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.85179887132985","5.77638038733417","6.18710368188552","7.96999979019165","8.47999954223633","8.78999996185303","8.23369979858398","9.36999988555908","8.78998911544875","10.5200004577637",,"9.48062106505868","9.32683739576692",,
"IDA only","IDX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Isle of Man","IMN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"India","IND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.14000034332275",,,,,"10.1431703567505",,"10.7799997329712","12.0160398483276","12.2200002670288",,"12.1400003433228","14.8800001144409",,
"Not classified","INX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ireland","IRL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.7600002288818","33.810001373291",,,"33.1199989318848","26.8400001525879",,,"31.0609990347078","31.1764627730336","31.7892265802023","31.1599998474121","35.1531239019396","35.4656977800903","37.2187148537184","38.4914834180722","38.4278214966169","41.8523570536881",,
"Iran, Islamic Rep.","IRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.09733115225897","5.70530312715117","5.39830411849843","4.89034265286054","4.4662500687902",,,"14.8100004196167","16.3199996948242","16.8700008392334",,"18.1800003051758",,,"16.6823568509246","16.7312583497694","17.2335774057151","17.6893212935983","17.9231829043501",,
"Iraq","IRQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.09124762126101",,,,,"7.6420746977813",,,,,,"10.4068899154663",,,"10.9389921650499",,,,
"Iceland","ISL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.3356183131779","32.343291894634","34.919979784315","36.9849307076824","39.0388021816671","36.1399993896484","36.6199989318848",,"34.2379611825299","34.4636962573314",,
